Style Number,Shape,Carat Weight,Color,Clarity,Graded By,Cut Grade,Fluorescence,Culet,Depth,Table,Girdle,Polish,Symmetry,Measurements,Price
Z687-1_220,Asscher,0.91,G,VS2,GIA,Fair,Faint,None,66.2,62.0,,Excellent,Excellent,5.56 x 5.45 x 3.61 mm,6530
B556-2_13198,Asscher,1.03,F,SI1,GIA,Excellent,None,,69.0,67.0,Very Thick to Very Thick,Excellent,Very Good,5.56 x 5.55 x 3.83 mm,7595
15679_7971,Asscher,0.92,H,VS1,GIA,Excellent,None,,68.3,61.0,,Excellent,Excellent,5.39 x 5.39 x 3.68 mm,7383
DD1015127_27853,Asscher,0.76,G,VS1,EGL,Excellent,None,,67.6,64.0,Medium to Slightly Thick,Excellent,Very Good,5.05 x 4.91 x 3.32 mm,4144
42910_37711,Asscher,1.5,K,VVS2,GIA,Excellent,Medium,,68.5,64.0,Thick to Thick,Excellent,Very Good,6.26 x 6.11 x 4.19 mm,9839
N1719_24321,Asscher,0.9,D,SI1,GIA,Excellent,None,,70.9,64.0,Slightly Thick to Thick,Excellent,Excellent,5.21 x 5.21 x 3.70 mm,5393
BG942-4_13198,Asscher,1.12,I,VVS1,GIA,Excellent,None,,69.4,64.0,Thick to Thick,Very Good,Excellent,5.67 x 5.52 x 3.83 mm,8538
A1089_45146,Asscher,1.03,H,VS2,GIA,Excellent,None,,71.4,56.0,Medium to Extr. Thick,Good,Good,5.73 x 5.54 x 3.96 mm,6728
BN-1642_68771,Asscher,1.51,I,VS2,IGI,Excellent,None,,72.3,62.0,Thin to Medium,Very Good,Very Good,6.21 x 6.11 x 4.42 mm,11524
25782_29708,Asscher,0.9,H,VS2,GIA,Excellent,None,None Pointed,69.4,64.0,Slightly Thick to Slightly Thick,Excellent,Very Good,5.27 x 5.21 x 3.62 mm,4606
BG970-6_13198,Asscher,0.91,H,SI1,GIA,Excellent,None,,69.5,65.0,Slightly Thick to Very Thick,Excellent,Excellent,5.33 x 5.22 x 3.63 mm,5254
BN407-1_13198,Asscher,1.3,H,VVS1,GIA,Excellent,None,,66.1,64.0,Thick to Very Thick,Excellent,Excellent,6.11 x 5.98 x 3.96 mm,12741
R21S1337_68119,Asscher,1.03,K,VS2,GIA,Excellent,Medium,,64.1,70.0,Medium to Slightly Thick,Excellent,Very Good,5.79 x 5.63 x 3.61 mm,4453
24547_29708,Asscher,1.3,J,VVS2,GIA,Excellent,None,None Pointed,69.6,67.0,Thick to Very Thick,Excellent,Very Good,5.97 x 5.81 x 4.04 mm,8375
14436A_29708,Asscher,1.11,J,VS1,GIA,Excellent,None,None Pointed,67.5,63.0,Thick to Thick,Excellent,Excellent,5.64 x 5.62 x 3.80 mm,7213
BN371-39_13198,Asscher,1.83,J,SI1,GIA,Excellent,None,,67.8,64.0,Slightly Thick to Slightly Thick,Excellent,Excellent,6.62 x 6.52 x 4.42 mm,14161
BN306-1_13198,Asscher,0.83,H,VS2,GIA,Excellent,None,,69.2,61.0,Medium to Slightly Thick,Excellent,Excellent,5.27 x 5.22 x 3.61 mm,3935
4107_50227,Asscher,1.0,E,VVS1,GIA,Excellent,None,,66.9,63.0,Thick to Very Thick,Excellent,Very Good,5.59 x 5.53 x 3.70 mm,11699
21329_66819,Asscher,1.01,D,VS2,EGL,Excellent,None,,67.0,64.0,Medium to Slightly Thick,Excellent,Excellent,5.44 x 5.43 x 3.64 mm,6258
R18S988_68119,Asscher,0.91,G,VS1,GIA,Excellent,None,,71.7,67.0,Very Thick to Extr. Thick,Excellent,Very Good,5.16 x 5.01 x 3.60 mm,7125
R21S1642_68119,Asscher,1.07,K,VVS2,GIA,Excellent,None,,67.0,61.0,Thick to Thick,Excellent,Excellent,5.78 x 5.70 x 3.82 mm,5624
RA20331_8231,Asscher,1.02,I,VVS2,GIA,Good,None,None,63.7,65.0,Thick to Very Thick,Excellent,Excellent,5.62 x 5.6 x 3.57 mm,6382
620A9_27853,Asscher,1.2,H,VS1,EGL,Excellent,None,,71.8,70.0,Thick to Very Thick,Excellent,Excellent,5.76 x 5.49 x 3.94 mm,6797
KGM1825_116297,Asscher,0.83,I,VVS1,GIA,Excellent,None,,68.4,66.0,Thick to Very Thick,Excellent,Excellent,5.04 x 5.02 x 3.43 mm,3588
BG387-2_13198,Asscher,0.51,E,IF,GIA,Excellent,None,,68.0,68.0,Slightly Thick to Thick,Excellent,Excellent,4.51 x 4.45 x 3.02 mm,2443
BF995-15_13198,Asscher,1.16,I,VS1,GIA,Excellent,None,,69.3,69.0,Thick to Thick,Very Good,Excellent,5.76 x 5.60 x 3.88 mm,8178
63853_32541,Asscher,1.51,G,SI1,GIA,Excellent,Medium,,68.2,64.0,Thick to Thick,Excellent,Excellent,6.30 x 6.20 x 4.23 mm,12322
D422A19_27853,Asscher,1.1,I,VS1,EGL,Excellent,None,,69.0,69.0,,Excellent,Excellent,5.64 x 5.62 x 3.88 mm,6224
25774_29708,Asscher,0.9,J,VVS2,GIA,Excellent,Medium,None Pointed,70.3,66.0,Thick to Very Thick,Excellent,Excellent,5.13 x 5.08 x 3.57 mm,3615
DIA35070_40323,Asscher,0.8,I,VVS2,GIA,Excellent,Faint,None Pointed,67.8,64.0,Thick to Thick,Excellent,Very Good,5.09 x 5.01 x 3.40 mm,3260
BN-3388_68771,Asscher,1.4,I,VS2,IGI,Excellent,None,,70.1,63.0,Slightly Thick to Thick,Very Good,Very Good,6.07 x 5.81 x 4.07 mm,9009
25761_29708,Asscher,0.73,G,VVS2,GIA,Excellent,Faint,None Pointed,67.6,67.0,Thick to Very Thick,Excellent,Very Good,4.93 x 4.86 x 3.28 mm,3946
2371_91026,Asscher,0.9,J,VS2,GIA,Excellent,None,,77.4,65.0,,Very Good,Very Good,5.23 x 4.95 x 3.83 mm,3379
T652-1_13198,Asscher,1.01,E,SI2,GIA,Excellent,None,,62.2,69.0,Slightly Thick to Slightly Thick,Excellent,Very Good,5.85 x 5.73 x 3.57 mm,7146
MG2-23_111651,Asscher,0.82,I,VVS1,HRD,Excellent,None,,63.3,58.0,Medium to Medium,Very Good,Excellent,5.33 x 5.31 x 3.36 mm,7611
10-2174A_62770,Asscher,1.01,G,VS1,GIA,Excellent,Faint,,68.2,62.0,Slightly Thick to Thick,Excellent,Excellent,5.58 x 5.41 x 3.69 mm,9140
0758_29708,Asscher,1.21,G,VVS2,GIA,Excellent,Faint,None Pointed,68.3,66.0,Thick to Thick,Excellent,Excellent,5.82 x 5.72 x 3.91 mm,11297
SE1818_66507,Asscher,1.02,E,VS1,GIA,Excellent,None,,65.8,60.0,Medium to Slightly Thick,Good,Good,5.70 x 5.59 x 3.68 mm,8482
64104_32541,Asscher,1.01,F,VVS2,GIA,Excellent,None,,70.7,64.0,Thick to Very Thick,Excellent,Very Good,5.44 x 5.27 x 3.72 mm,7166
BN293-19_13198,Asscher,0.52,I,VS1,GIA,Excellent,None,,67.9,64.0,Slightly Thick to Thick,Excellent,Very Good,4.42 x 4.41 x 2.99 mm,1732
174785_63978,Asscher,0.73,F,VVS1,GIA,Excellent,None,,69.6,63.0,Slightly Thick to Thick,Very Good,Very Good,4.94 x 4.93 x 3.43 mm,5529
DGD921A6_27853,Asscher,1.2,K,VVS2,GIA,Excellent,None,,70.2,64.0,Very Thick to Very Thick,Excellent,Excellent,5.81 x 5.68 x 3.98 mm,6287
48874_37711,Asscher,0.6,K,VS1,GIA,Excellent,None,,67.2,61.0,Slightly Thick to Very Thick,Very Good,Very Good,4.80 x 4.71 x 3.16 mm,1391
25763_29708,Asscher,0.71,E,VS2,GIA,Excellent,None,None Pointed,65.6,65.0,Slightly Thick to Thick,Very Good,Very Good,4.95 x 4.95 x 3.24 mm,3995
R19S2646_68119,Asscher,1.2,G,SI2,GIA,Excellent,None,,71.6,64.0,,Very Good,Good,5.81 x 5.74 x 4.11 mm,7798
36974_21409,Asscher,1.0,D,VVS2,GIA,Excellent,None,,68.0,64.0,Thick to Very Thick,Excellent,Very Good,5.51 x 5.42 x 3.68 mm,8726
BS-5676_68771,Asscher,0.91,K,VVS2,GIA,Excellent,Faint,,72.4,58.0,Thick to Very Thick,Excellent,Very Good,5.18 x 5.07 x 3.68 mm,2831
DIA99242_40323,Asscher,1.5,H,VS2,EGL,Excellent,None,None Pointed,67.1,64.0,Medium to Thick,Excellent,Excellent,6.27 x 6.14 x 4.21 mm,10042
BG999-8_13198,Asscher,1.01,D,VS1,GIA,Excellent,Faint,,65.9,64.0,Slightly Thick to Thick,Excellent,Very Good,5.63 x 5.50 x 3.62 mm,11511
E7147_12098,Asscher,1.01,E,VS2,GIA,Excellent,None,,69.8,60.0,Thick to Thick,Excellent,Excellent,5.58 x 5.53 x 3.86 mm,9299
27442_29708,Asscher,0.73,D,VS1,GIA,Excellent,Faint,None Pointed,68.0,63.0,Thick to Very Thick,Excellent,Very Good,4.97 x 4.89 x 3.33 mm,4298
21444_66819,Asscher,1.01,D,VS2,EGL,Excellent,None,,71.1,66.0,Medium to Slightly Thick,Excellent,Excellent,5.40 x 5.29 x 3.76 mm,6258
BS-5932_68771,Asscher,1.21,J,VS1,GIA,Excellent,None,,73.5,56.0,Medium to Thick,Very Good,Good,5.81 x 5.74 x 4.21 mm,5670
Z552-1_13198,Asscher,0.91,K,VS1,GIA,Excellent,None,,68.3,63.0,Thick to Thick,Excellent,Excellent,5.26 x 5.26 x 3.59 mm,3796
13688_29708,Asscher,1.2,E,VS2,GIA,Excellent,None,None Pointed,67.7,65.0,Thick to Thick,Excellent,Very Good,5.87 x 5.80 x 3.93 mm,12820
1746_53966,Asscher,1.04,G,SI2,GIA,Excellent,None,,86.2,53.0,Very Thick to Very Thick,Excellent,Good,5.19 x 5.14 x 4.43 mm,4997
BT70197_23617,Asscher,0.53,E,VS1,IGI,Ideal,None,,68.0,62.0,,Good,Good,4.51 x 4.50 x 3.06 mm,3275
R19906_116297,Asscher,1.01,E,SI2,GIA,Excellent,None,,68.7,63.0,Very Thin to Very Thick,Good,Very Good,5.51 x 5.38 x 3.70 mm,5521
25778_29708,Asscher,0.9,I,VS1,GIA,Excellent,None,None Pointed,72.0,67.0,Very Thick to Very Thick,Excellent,Excellent,5.14 x 5.12 x 3.69 mm,4865
BF758-1_13198,Asscher,0.9,H,VS1,GIA,Excellent,None,,67.0,65.0,Medium to Slightly Thick,Very Good,Very Good,5.38 x 5.34 x 3.58 mm,6024
R17S1691_68119,Asscher,0.88,D,VS2,GIA,Excellent,Strong,,67.1,63.0,Thin to Slightly Thick,Good,Good,5.48 x 5.37 x 3.60 mm,5523
BS-8645_68771,Asscher,1.21,J,VVS2,GIA,Excellent,None,,78.2,62.0,Thick to Extr. Thick,Very Good,Good,5.62 x 5.53 x 4.33 mm,5140
1GL/AD4-1-13_14255,Asscher,1.02,F,VVS1,GIA,Excellent,None,,69.6,59.0,Slightly Thick to Slightly Thick,Excellent,Very Good,5.60 x 5.38 x 3.75 mm,11267
BN287-1_13198,Asscher,0.51,D,VVS2,GIA,Excellent,None,,67.9,63.0,Thick to Very Thick,Excellent,Very Good,4.38 x 4.32 x 2.93 mm,2307
BF617-9_13198,Asscher,1.01,J,VS1,GIA,Excellent,None,,64.1,66.0,Thick to Thick,Excellent,Very Good,5.57 x 5.51 x 3.53 mm,5825
BG597-3_13198,Asscher,1.06,J,VS1,GIA,Excellent,None,,69.2,63.0,Very Thick to Very Thick,Excellent,Excellent,5.65 x 5.63 x 3.90 mm,6244
23680_12962,Asscher,1.01,F,VS1,GIA,Excellent,Medium,,77.3,69.0,Thin to Medium,Good,Excellent,5.31 x 5.25 x 4.06 mm,8439
DDM105AJ_12098,Asscher,0.92,F,VS2,GIA,Excellent,None,,66.8,61.0,Slightly Thick to Slightly Thick,Excellent,Excellent,5.49 x 5.48 x 3.66 mm,8711
24545_29708,Asscher,1.0,I,VVS1,GIA,Excellent,Faint,None Pointed,66.5,68.0,Thick to Very Thick,Excellent,Excellent,5.53 x 5.52 x 3.67 mm,6584
ASH-17653_30838,Asscher,0.52,D,VS2,GIA,Excellent,Medium,,76.2,69.0,Extr. Thick to Extr. Thick,Very Good,Good,4.37 x 4.21 x 3.20 mm,1946
BK-44_13198,Asscher,0.94,G,SI2,GIA,Excellent,None,,69.2,59.0,Thick to Thick,Excellent,Excellent,5.46 x 5.42 x 3.76 mm,5075
DGD222A6_27853,Asscher,1.01,K,VVS2,GIA,Excellent,Strong,,66.5,66.0,Very Thick to Very Thick,Very Good,Excellent,5.45 x 5.41 x 3.60 mm,5792
R21S2349_68119,Asscher,1.08,H,VVS2,GIA,Excellent,None,,66.4,72.0,Thick to Very Thick,Good,Good,5.90 x 5.61 x 3.72 mm,9825
G1234_46761,Asscher,1.2,E,VS2,GIA,Excellent,None,,69.2,65.0,Thick to Very Thick,Very Good,Very Good,5.81 x 5.62 x 3.89 mm,12137
622A23_27853,Asscher,0.91,H,VS1,EGL,Excellent,Medium,,70.0,68.0,Medium to Slightly Thick,Excellent,Very Good,5.25 x 5.07 x 3.55 mm,3609
63897_32541,Asscher,1.07,F,VVS2,GIA,Excellent,Medium,,69.9,65.0,Thick to Thick,Excellent,Excellent,5.49 x 5.35 x 3.74 mm,7415
GIA 8459_12794,Asscher,0.7,E,VVS2,GIA,Excellent,Faint,,67.7,64.0,Thick to Very Thick,Excellent,Very Good,4.91 x 4.72 x 3.20 mm,4460
2D1505_68119,Asscher,1.2,G,VS1,GIA,Excellent,Faint,,68.3,63.0,Thick to Thick,Excellent,Very Good,5.87 x 5.71 x 3.90 mm,13860
BG865-5_220,Asscher,1.05,H,SI1,GIA,Fair,None,None,66.3,62.0,,Excellent,Excellent,5.62 x 5.62 x 3.73 mm,7640
BI-34_13198,Asscher,0.94,E,VS2,GIA,Excellent,None,,69.8,65.0,Thick to Thick,Very Good,Very Good,5.44 x 5.31 x 3.71 mm,6700
BS-9150_68771,Asscher,0.72,K,VVS2,GIA,Excellent,Medium,,68.1,62.0,Slightly Thick to Thick,Excellent,Good,4.95 x 4.80 x 3.27 mm,2214
BG540-2_13198,Asscher,0.94,F,VS2,GIA,Excellent,None,,67.5,57.0,Medium to Slightly Thick,Excellent,Very Good,5.57 x 5.38 x 3.63 mm,6654
63724_32541,Asscher,1.01,F,VS1,GIA,Excellent,Faint,,70.8,62.0,Slightly Thick to Thick,Excellent,Excellent,5.28 x 5.27 x 3.73 mm,6875
22935_29708,Asscher,0.9,I,VVS1,GIA,Excellent,None,None Pointed,69.7,64.0,Slightly Thick to Thick,Very Good,Very Good,5.28 x 5.16 x 3.60 mm,4618
S-98856_6744,Asscher,0.9,J,VS2,GIA,Excellent,,,67.4,64.0,,Very Good,Very Good,,4016
X701-3_13198,Asscher,1.01,E,SI1,GIA,Excellent,None,,67.3,61.0,Thick to Very Thick,Very Good,Very Good,5.54 x 5.53 x 3.73 mm,9425
N616/C_19133,Asscher,1.16,I,VS1,EGL,Excellent,None,,61.8,64.0,Medium to Medium,Very Good,Very Good,6.51 x 5.89 x 3.64 mm,7717
366196_75503,Asscher,1.01,E,VS2,GIA,Excellent,None,,69.0,60.0,Thick to Thick,Excellent,Very Good,5.58 x 5.46 x 3.77 mm,8699
BN-5340_68771,Asscher,0.91,I,VS1,IGI,Excellent,None,,75.3,58.0,Slightly Thick to Thick,Very Good,Good,5.10 x 4.97 x 3.74 mm,2802
BN382-2_13198,Asscher,1.02,G,VVS1,GIA,Excellent,None,,62.8,63.0,Slightly Thick to Thick,Excellent,Excellent,5.63 x 5.62 x 3.53 mm,9720
R_1378135845_122562,Asscher,0.34,I,VS1,GIA,Excellent,None,,69.5,67.0,Slightly Thick to Thick,Very Good,Excellent,3.83 x 3.80 x 2.64 mm,988
012053_113702,Asscher,0.76,I,VVS2,GIA,Excellent,None,,72.0,67.0,Thick to Very Thick,Very Good,Good,5.05 x 4.99 x 3.59 mm,2869
4113_50227,Asscher,1.2,J,VVS2,GIA,Excellent,None,,65.7,61.0,Thick to Thick,Excellent,Very Good,5.88 x 5.88 x 3.86 mm,7702
25723_285,Asscher,0.5,J,VS1,GIA,Fair,Faint,None,65.8,65.0,Slightly Thick to Thick,Excellent,Very Good,4.45 x 4.41 x 2.9 mm,1313
1401_53087,Asscher,0.76,E,SI2,GIA,Excellent,None,,61.1,75.0,Extr. Thin to Thick,Good,Good,5.34 x 5.14 x 3.14 mm,3719
DGD42233_27853,Asscher,1.2,K,VVS1,GIA,Excellent,Faint,,71.6,68.0,Thick to Very Thick,Excellent,Very Good,5.70 x 5.60 x 4.01 mm,6862
52269_12962,Asscher,1.01,H,SI1,GIA,Excellent,Faint,,66.4,65.0,Slightly Thick to Thick,Excellent,Very Good,5.63 x 5.63 x 3.74 mm,6283
12405_29708,Asscher,1.2,J,VS2,GIA,Excellent,None,None Pointed,67.5,64.0,Thick to Thick,Excellent,Very Good,5.82 x 5.76 x 3.89 mm,7326
BN248-61_13198,Asscher,0.52,E,VVS1,GIA,Excellent,None,,67.8,64.0,Slightly Thick to Thick,Excellent,Excellent,4.39 x 4.33 x 2.94 mm,2466
63399_32541,Asscher,0.55,F,VVS2,GIA,Excellent,Medium,,69.6,65.0,Thick to Very Thick,Excellent,Very Good,4.46 x 4.35 x 3.03 mm,1883
AJR-06212_61524,Asscher,0.5,E,VS2,GIA,Excellent,None,,61.8,68.0,Slightly Thick to Thick,Excellent,Excellent,4.57 x 4.54 x 2.81 mm,2607
25743_29708,Asscher,0.69,F,VS2,GIA,Excellent,None,None Pointed,68.0,63.0,Thick to Very Thick,Very Good,Very Good,4.84 x 4.76 x 3.24 mm,2998
GD1021118_27853,Asscher,0.8,I,VS2,GIA,Excellent,None,,67.8,62.0,Thick to Thick,Excellent,Excellent,5.12 x 5.00 x 3.39 mm,3883
BN293-15_13198,Asscher,0.5,F,VS1,GIA,Excellent,None,,67.9,65.0,Thick to Thick,Excellent,Excellent,4.39 x 4.37 x 2.97 mm,2100
ASH-17612_30838,Asscher,1.07,E,I1,GIA,Excellent,None,,79.4,63.0,Medium to Slightly Thick,Very Good,Good,5.59 x 5.33 x 4.23 mm,4335
BI70-88_13198,Asscher,0.61,H,VVS1,GIA,Excellent,Faint,,69.0,63.0,Slightly Thick to Slightly Thick,Excellent,Very Good,4.68 x 4.57 x 3.15 mm,2455
MG2-23G_111651,Asscher,0.82,J,VVS2,GIA,Excellent,None,,63.1,59.0,Thick to Thick,Excellent,Excellent,5.33 x 5.31 x 3.35 mm,10317
S-240_31009,Asscher,0.93,G,SI1,GIA,Excellent,None,,70.2,60.0,Medium to Slightly Thick,Very Good,Good,5.57 x 5.33 x 3.74 mm,6435
BN293-20_13198,Asscher,0.51,I,VS1,GIA,Excellent,None,,68.0,65.0,Slightly Thick to Thick,Excellent,Excellent,4.28 x 4.26 x 2.90 mm,1699
A075DIF805_34201,Asscher,0.75,D,IF,GIA,Excellent,None,,67.4,64.0,Slightly Thick to Thick,Excellent,Excellent,5.00 x 4.98 x 3.35 mm,6811
62853_32541,Asscher,0.9,E,VS1,GIA,Excellent,Faint,,69.8,63.0,Thick to Very Thick,Excellent,Very Good,5.17 x 5.09 x 3.55 mm,4982
27431_29708,Asscher,0.81,J,VVS2,GIA,Excellent,None,None Pointed,67.2,65.0,Slightly Thick to Thick,Excellent,Excellent,5.07 x 5.04 x 3.38 mm,2871
63487_32541,Asscher,0.71,D,VVS2,GIA,Excellent,Medium,,69.0,64.0,Thick to Thick,Excellent,Very Good,4.74 x 4.69 x 3.23 mm,3634
GD3162_48037,Asscher,1.03,K,SI2,EGL,Excellent,None,,60.1,61.0,Medium to Thick,Very Good,Good,5.68 x 5.57 x 3.35 mm,3861
2346560_486,Asscher,0.3,D,VVS2,GIA,Fair,None,,63.4,67.0,,Excellent,Very Good,3.82 x 3.76 x 2.38 mm,1307
2346554_486,Asscher,0.4,E,VVS1,GIA,Fair,None,,62.3,66.0,Medium to Thick,Excellent,Very Good,4.27 x 4.19 x 2.61 mm,1747
R21S1679_68119,Asscher,1.04,K,VVS1,GIA,Excellent,None,,64.5,64.0,Very Thick to Extr. Thick,Very Good,Good,5.69 x 5.48 x 3.54 mm,5778
AJR-06153_61524,Asscher,0.5,E,VS2,GIA,Excellent,None,,67.9,64.0,Thick to Very Thick,Excellent,Very Good,4.45 x 4.32 x 2.93 mm,2607
BS-8695_68771,Asscher,1.2,J,VS1,GIA,Excellent,None,,79.2,67.0,Thick to Extr. Thick,Excellent,Good,5.53 x 5.48 x 4.34 mm,5405
AS18854_11811,Asscher,0.7,D,SI1,AGS,Excellent,None,,67.4,60.8,Thin to Medium,Ideal,Very Good,5.00 x 4.92 x 3.32 mm,4354
9103_29708,Asscher,0.9,H,VVS1,GIA,Excellent,None,None Pointed,68.8,66.0,Thick to Very Thick,Excellent,Good,5.43 x 5.23 x 3.60 mm,5423
012073_113702,Asscher,0.72,I,VVS1,GIA,Excellent,None,,68.1,55.0,Slightly Thick to Thick,Excellent,Very Good,5.11 x 4.90 x 3.34 mm,2834
AJR-0717_61524,Asscher,0.51,D,VS2,GIA,Excellent,None,,67.3,64.0,Thick to Very Thick,Excellent,Very Good,4.43 x 4.36 x 2.94 mm,2834
25754_29708,Asscher,0.5,D,VS1,GIA,Excellent,None,None Pointed,66.5,62.0,Slightly Thick to Thick,Very Good,Very Good,4.36 x 4.34 x 2.88 mm,2033
37361_21409,Asscher,1.01,H,VVS2,GIA,Excellent,Medium,,67.6,65.0,Slightly Thick to Thick,Excellent,Very Good,5.46 x 5.36 x 3.62 mm,5733
BI-82_13198,Asscher,0.93,E,VS1,GIA,Excellent,None,,69.8,64.0,Slightly Thick to Thick,Excellent,Excellent,5.34 x 5.21 x 3.63 mm,7343
10251_75565,Asscher,1.02,G,VS1,GIA,Excellent,Medium,,68.2,57.0,Medium to Slightly Thick,Very Good,Good,,8836
S-108694_6744,Asscher,0.83,H,VVS1,GIA,Excellent,Faint,,68.4,67.0,Thick to Thick,Very Good,Very Good,5.31 x 5.12 x 3.50 mm,5436
Y48-7_13198,Asscher,1.13,I,VS1,GIA,Excellent,None,,63.6,64.0,Thick to Very Thick,Very Good,Very Good,6.13 x 5.85 x 3.72 mm,8917
BN293-2_13198,Asscher,0.52,I,IF,GIA,Excellent,None,,67.9,64.0,Slightly Thick to Thick,Very Good,Very Good,4.38 x 4.37 x 2.97 mm,1959
14328_49761,Asscher,1.05,G,VS2,GIA,Excellent,None,,67.1,66.0,Slightly Thick to Thick,Very Good,Very Good,5.78 x 5.63 x 3.78 mm,9004
174812_63978,Asscher,0.7,G,VS1,GIA,Excellent,None,,71.0,74.0,Thin to Slightly Thick,Good,Very Good,4.99 x 4.86 x 3.45 mm,4566
012057_113702,Asscher,0.71,I,VVS2,GIA,Excellent,None,,72.2,59.0,Medium to Thick,Very Good,Good,5.05 x 4.90 x 3.54 mm,2605
D821A7_27853,Asscher,1.2,J,VS1,EGL,Excellent,,,70.2,65.0,,Excellent,Excellent,5.66 x 5.60 x 3.93 mm,4999
B-63753_25539,Asscher,1.0,H,VS1,EGL,Excellent,,,67.2,61.0,Medium to Medium,Excellent,Excellent,5.73 x 5.52 x 3.75 mm,7079
BF613-4_220,Asscher,1.07,H,SI1,GIA,Fair,None,None,66.8,62.0,Thick to Very Thick,Very Good,Very Good,5.85 x 5.69 x 3.8 mm,7463
S75416_23617,Asscher,1.01,E,SI2,GIA,Excellent,None,,69.2,64.0,Thick to Thick,Excellent,Excellent,5.46 x 5.45 x 3.77 mm,6937
62746_32541,Asscher,0.9,F,VS1,GIA,Excellent,Medium,,69.8,63.0,Thick to Very Thick,Excellent,Excellent,5.22 x 5.10 x 3.56 mm,4953
R21S1580_68119,Asscher,1.08,J,SI1,GIA,Excellent,Medium,,64.7,70.0,Very Thick to Very Thick,Very Good,Good,5.82 x 5.52 x 3.57 mm,5676
10289_20996,Asscher,0.95,H,VVS1,GIA,Excellent,None,,68.5,64.0,Medium to Very Thick,Excellent,Very Good,5.37 x 5.28 x 3.62 mm,7937
A529-42_13198,Asscher,1.02,D,SI1,GIA,Excellent,None,,62.5,67.0,Slightly Thick to Thick,Very Good,Very Good,5.74 x 5.74 x 3.59 mm,8984
25724_29708,Asscher,0.5,I,VS1,GIA,Excellent,None,None Pointed,68.0,61.0,Medium to Thick,Very Good,Excellent,4.37 x 4.36 x 2.96 mm,1589
DDM105AN_12098,Asscher,0.93,G,VS1,GIA,Excellent,None,,69.9,61.0,Medium to Medium,Excellent,Excellent,5.41 x 5.39 x 3.77 mm,8908
BN-3685_68771,Asscher,0.91,I,VVS2,IGI,Excellent,None,,71.8,63.0,Thick to Very Thick,Very Good,Good,5.17 x 5.10 x 3.66 mm,3436
41512_37711,Asscher,1.01,J,SI1,GIA,Excellent,Faint,,71.9,62.0,Thick to Very Thick,Excellent,Very Good,5.35 x 5.30 x 3.82 mm,3869
BS-4206_68771,Asscher,1.3,K,VVS2,GIA,Excellent,None,,71.8,60.0,Thick to Thick,Excellent,Good,5.87 x 5.64 x 4.05 mm,5370
48833_37711,Asscher,1.01,G,VS1,GIA,Excellent,None,,72.3,71.0,Thick to Thick,Very Good,Good,5.56 x 5.36 x 3.88 mm,7292
BG104-2_13198,Asscher,1.02,F,VVS2,GIA,Excellent,None,,66.3,62.0,Slightly Thick to Very Thick,Excellent,Very Good,5.71 x 5.48 x 3.63 mm,10098
ASH6_19133,Asscher,1.4,I,VS1,EGL,Excellent,None,,69.1,59.0,Medium to Medium,Excellent,Very Good,6.27 x 6.01 x 4.15 mm,12415
BN-2391_68771,Asscher,1.01,H,IF,IGI,Excellent,VSL,,79.2,60.0,Slightly Thick to Slightly Thick,Very Good,Very Good,5.29 x 5.07 x 4.02 mm,6280
27964_29708,Asscher,0.91,G,VS2,GIA,Excellent,None,None Pointed,68.3,68.0,Slightly Thick to Thick,Excellent,Very Good,5.33 x 5.20 x 3.55 mm,5740
BN371-22_13198,Asscher,0.91,I,VVS1,GIA,Excellent,None,,67.5,62.0,Thick to Very Thick,Excellent,Very Good,5.29 x 5.24 x 3.53 mm,5388
A10S1-2_21571,Asscher,1.01,F,I1,GIA,Excellent,None,,68.1,67.0,Thick to Very Thick,Excellent,Good,5.54 x 5.38 x 3.66 mm,4500
BF945_13198,Asscher,1.08,J,VS1,GIA,Excellent,Faint,,68.2,62.0,Thick to Thick,Excellent,Very Good,5.63 x 5.56 x 3.80 mm,6324
W969-9A_220,Asscher,1.01,G,VS2,GIA,Fair,None,None,67.0,64.0,Slightly Thick to Thick,Very Good,Very Good,5.59 x 5.44 x 3.64 mm,10449
Y819-2_13198,Asscher,1.02,I,VS2,GIA,Excellent,None,,61.2,67.0,Thick to Thick,Excellent,Very Good,5.84 x 5.82 x 3.56 mm,7473
174703_63978,Asscher,0.7,E,VVS2,GIA,Excellent,None,,63.9,67.0,Extr. Thin to Very Thick,Very Good,Good,5.03 x 4.99 x 3.19 mm,5301
25746_29708,Asscher,0.5,F,VS1,GIA,Excellent,Faint,None Pointed,68.6,62.0,Slightly Thick to Very Thick,Very Good,Very Good,4.33 x 4.33 x 2.97 mm,1778
BI70-58_13198,Asscher,0.53,H,VVS1,GIA,Excellent,None,,69.1,61.0,Thick to Very Thick,Very Good,Very Good,4.50 x 4.40 x 3.04 mm,2216
BN264-8_13198,Asscher,1.02,I,VS1,GIA,Excellent,None,,67.6,61.0,Slightly Thick to Slightly Thick,Excellent,Excellent,5.63 x 5.62 x 3.80 mm,6761
BN60-3_13198,Asscher,1.0,G,SI1,GIA,Excellent,None,,65.0,58.0,Thick to Very Thick,Very Good,Very Good,5.72 x 5.66 x 3.68 mm,6650
BF598-7_220,Asscher,1.02,J,VS1,GIA,Good,None,None,64.4,64.0,Thick to Very Thick,Very Good,Very Good,5.7 x 5.7 x 3.67 mm,6066
